rebalance_date,ticker,posterior,earnings_date,earnings_day_return,ret_m1_p1,ret_0_p2,full_hold_return
2020-07-31,LLY,0.818453,2020-07-31,-0.017712,-0.055085,0.012092,-0.00783
2020-07-31,AMZN,0.814834,2020-07-31,0.036961,0.025831,0.028491,0.090461
2020-07-31,KLAC,0.810174,2020-08-10,0.001183,-0.014981,0.025388,0.030992
2020-09-30,TSLA,0.841188,2020-10-26,-0.000832,-0.002607,-0.034734,-0.095499
2020-09-30,WST,0.815564,2020-10-23,0.009019,-0.015154,0.023836,-0.010295
2020-09-30,FAST,0.773155,2020-10-16,0.014344,-0.011568,0.009413,-0.035894
2020-10-30,NVDA,0.825717,2020-11-18,0.000484,-0.005549,-0.024921,0.069212
2020-10-30,CELH,0.815625,2020-11-12,0.29027,0.360334,0.376261,0.60368
2020-10-30,RUN,0.789191,2020-11-05,0.074074,0.069074,0.027593,0.231834
2020-10-30,PENN,0.786192,2020-11-04,0.065466,0.233641,0.139137,0.296776
2020-10-30,AAPL,0.779823,2020-10-30,-0.056018,-0.021852,-0.042317,0.095493
2020-10-30,MNST,0.7768,2020-11-06,-0.005019,-0.016562,-0.025096,0.107222
2020-10-30,TRUP,0.774218,2020-10-30,-0.007216,0.093846,0.167083,0.417109
2020-11-30,FDX,0.831645,2020-12-17,0.011946,-0.035592,-0.058412,-0.092046
2021-01-29,JOE,0.841682,2021-02-24,0.004087,-0.012677,-0.020436,0.131011
2021-01-29,INSP,0.814587,2021-02-24,0.048571,0.011671,0.055737,0.155228
2021-01-29,SAIA,0.814587,2021-02-24,0.017672,-0.033731,-0.021041,0.13454
2021-01-29,TRUP,0.782843,2021-02-12,0.013912,-0.115103,-0.014852,-0.137611
2021-01-29,ENPH,0.782492,2021-02-16,-0.062999,-0.048925,-0.124304,-0.034494
2021-01-29,DHR,0.77419,2021-02-25,-0.016771,-0.018673,0.011973,-0.076396
2021-02-26,XPEL,0.859684,2021-03-11,0.158096,0.173492,0.138403,0.074044
2021-02-26,CELH,0.848505,2021-03-11,-0.217671,-0.243555,-0.197357,-0.192844
2021-02-26,FIZZ,0.809787,2021-03-11,-0.008099,-0.091381,-0.055256,0.026227
2021-02-26,GOGO,0.801351,2021-03-11,-0.079872,-0.117601,-0.119808,-0.18481
2021-02-26,MRNA,0.769204,2021-02-26,0.043335,0.087092,-0.010581,-0.154124
2021-02-26,IRTC,0.761933,2021-02-26,0.089149,-0.000523,0.008191,-0.136979
2021-04-30,RUN,0.794537,2021-05-05,-0.035945,-0.017245,0.051613,-0.087347
2021-04-30,ARCB,0.792702,2021-05-07,0.044698,0.04173,0.014899,0.070793
2021-04-30,PENN,0.770038,2021-05-06,-0.081829,-0.033906,-0.113117,-0.080229
2021-04-30,DAR,0.749306,2021-05-11,-0.021577,0.005226,0.052697,-0.014255
2021-04-30,UCTT,0.742181,2021-05-05,0.004995,-0.044714,0.043496,0.102996
2021-04-30,CENX,0.739687,2021-05-07,0.037402,-0.064385,0.138451,-0.130907
2021-07-30,LQDT,0.880206,2021-08-05,0.000498,0.100695,0.10995,0.229839
2021-07-30,SM,0.878764,2021-07-30,0.009719,0.000534,0.024298,0.02139
2021-07-30,CELH,0.842359,2021-08-12,-0.057705,-0.055772,-0.069657,0.191316
2021-07-30,KLIC,0.816408,2021-08-06,0.082339,0.299021,0.163684,0.291207
2021-07-30,XPEL,0.813762,2021-08-09,-0.023006,-0.005698,0.033615,-0.179482
2021-07-30,GOGO,0.792914,2021-08-05,0.117308,0.149282,0.153846,0.297011
2021-08-31,AEO,0.80541,2021-09-02,-0.101497,-0.118611,-0.118802,-0.154653
2021-08-31,BKE,0.785483,2021-09-09,0.026861,-0.007385,0.0,0.022205
2021-09-30,NAVI,0.832022,2021-10-27,-0.020408,-0.020634,0.005102,-0.00152
2021-10-29,BTU,0.924627,2021-11-05,0.031001,0.012397,0.046058,-0.162321
2021-10-29,MRNA,0.863197,2021-11-04,-0.178943,-0.320244,-0.292669,0.020914
2021-10-29,KLIC,0.862725,2021-11-18,-0.028048,-0.094271,-0.031939,0.011579
2021-10-29,GDYN,0.815129,2021-11-04,0.01247,0.278219,0.250433,0.364522
2021-10-29,COF,0.778275,2021-11-05,0.009188,0.010526,0.012772,-0.065956
2021-10-29,CNR,0.763815,2021-11-02,-0.215797,-0.12868,-0.171721,-0.202108
2021-12-31,BOOT,0.841301,2022-01-28,-0.09724,-0.042079,-0.038559,-0.25258
2022-01-31,CALX,0.9146,2022-02-22,-0.021293,-0.044925,-0.030258,0.080748
2022-01-31,DFIN,0.913864,2022-02-22,0.015859,-0.112363,-0.020738,-0.13756
2022-01-31,COKE,0.88745,2022-02-22,0.014673,-0.211029,-0.224722,-0.132757
2022-01-31,ARCB,0.869629,2022-02-25,0.022909,0.094732,0.03499,0.048867
2022-01-31,MXL,0.865012,2022-02-02,0.0143,0.003999,0.033422,0.022159
2022-01-31,ANET,0.860954,2022-02-15,0.057971,0.09527,0.05219,-0.01271
2022-02-28,GDYN,0.850774,2022-03-03,-0.095197,-0.086792,-0.184279,0.158848
2022-02-28,AZO,0.80299,2022-03-18,0.00383,-0.016263,0.000781,0.097237
2022-02-28,EXR,0.790366,2022-02-28,-0.031054,0.008644,-0.002369,0.10115
2022-04-29,MATX,0.889614,2022-05-04,0.028459,0.028969,-0.013354,0.048391
2022-04-29,NVDA,0.882464,2022-05-27,0.053778,0.099971,0.026273,0.006739
2022-04-29,HCC,0.873927,2022-05-05,-0.041986,-0.087002,-0.095886,0.003825
2022-04-29,BTU,0.858564,2022-05-05,-0.01985,0.041802,-0.080282,0.042845
2022-04-29,MTDR,0.849691,2022-04-29,-0.032693,-0.013211,0.034674,0.248704
2022-04-29,SM,0.848838,2022-04-29,-0.011133,-0.009169,0.047036,0.35857
2022-04-29,CENX,0.846993,2022-05-02,-0.036752,-0.209002,-0.08358,-0.300534
2022-04-29,CRC,0.838552,2022-05-05,-0.029948,0.0465,-0.114388,0.090148
2022-06-30,EQT,0.891677,2022-07-28,-0.059199,-0.033794,-0.068882,0.279941
2022-07-29,COKE,0.898859,2022-08-02,-0.015664,-0.01076,-0.037623,-0.07538
2022-07-29,HRMY,0.897907,2022-08-02,0.125736,0.031342,0.063579,-0.134437
2022-07-29,AMR,0.880312,2022-08-08,0.093322,0.034396,0.058423,0.149093
2022-07-29,BANF,0.867675,2022-08-05,0.013482,0.001898,0.054765,0.004377
2022-07-29,CNR,0.867074,2022-08-04,0.058885,0.037733,0.04742,0.187706
2022-07-29,CVI,0.862695,2022-08-02,0.049697,0.014311,-0.051212,0.06926
2022-07-29,HCC,0.859631,2022-08-03,-0.019596,-0.077371,-0.094557,0.045323
2022-08-31,PLAB,0.901044,2022-09-07,0.0,0.013012,0.029126,-0.129762
2022-08-31,SCHL,0.882305,2022-09-23,-0.171542,-0.26215,-0.262271,-0.329993
2022-09-30,EQT,0.938943,2022-10-27,0.002307,-0.023232,0.072546,0.026748
2022-10-31,LNTH,0.925547,2022-11-03,-0.128321,-0.166667,-0.183045,-0.160968
2022-10-31,INSW,0.913686,2022-11-08,0.011873,0.014461,-0.013441,0.015799
2022-10-31,DGII,0.859086,2022-11-23,-0.007533,0.015573,-0.034605,0.053062
2022-10-31,SMCI,0.858716,2022-11-04,-0.038519,-0.045646,-0.01744,0.296595
2022-10-31,TDW,0.85781,2022-11-03,0.02827,0.048276,0.08046,-0.103245
2023-01-31,TMDX,0.931918,2023-02-27,-0.008269,0.029177,0.034728,0.270548
2023-01-31,SMCI,0.931271,2023-02-03,0.030044,0.043516,0.001221,0.354486
2023-01-31,SNEX,0.926557,2023-02-07,0.013691,0.106244,0.121747,0.14736
2023-01-31,CALX,0.884123,2023-02-21,-0.032067,-0.035775,-0.000573,-0.028305
2023-02-28,INSW,0.925712,2023-02-28,0.057783,0.088767,0.075879,-0.154088
2023-02-28,TDW,0.923959,2023-02-28,0.079337,0.115727,0.061657,-0.097461
2023-02-28,FSLR,0.850656,2023-02-28,0.018241,0.206709,0.193306,0.285917
2023-03-31,FIX,0.92675,2023-04-26,0.007204,0.110738,0.13353,0.024185
2023-04-28,SMCI,0.938857,2023-05-05,0.006085,0.020007,-0.030425,1.124158
2023-04-28,CRUS,0.937181,2023-05-19,-0.015006,-0.025427,-0.044767,-0.094533
2023-04-28,IPAR,0.910009,2023-05-08,0.000524,-0.096753,-0.11411,-0.172541
2023-04-28,NSSC,0.896901,2023-05-08,0.236304,0.236459,0.211834,0.201839
2023-04-28,TMDX,0.894547,2023-05-04,0.005067,0.002709,-0.028485,-0.081416
2023-07-31,SMCI,0.952664,2023-08-28,0.004725,-0.003314,0.054969,-0.167106
2023-07-31,COCO,0.930782,2023-08-03,-0.023135,-0.068587,0.100519,0.07078
2023-07-31,NVDA,0.909961,2023-08-28,0.017754,0.03437,0.070538,0.056196
2023-07-31,IDCC,0.90743,2023-08-03,-0.036084,-0.070779,-0.055776,-0.064516
2023-07-31,RDNT,0.906316,2023-08-09,-0.00662,-0.054799,-0.007251,0.009976
2023-07-31,APLS,0.899194,2023-07-31,-0.195815,-0.245718,-0.251718,0.639223
2023-07-31,VSAT,0.891919,2023-08-09,-0.039182,0.021509,0.040886,-0.103426
2023-09-29,HLX,0.907593,2023-10-25,-0.035509,-0.014808,-0.052783,-0.12265
2023-09-29,FTI,0.901085,2023-10-26,0.090316,0.057268,0.073758,0.058014
2023-09-29,JOE,0.89915,2023-10-25,-0.01798,-0.032497,-0.067273,-0.141542
2023-09-29,OII,0.897567,2023-10-27,0.047468,-0.065064,-0.005877,-0.145023
2023-10-31,SMCI,0.965028,2023-11-03,0.037007,0.001269,0.034486,0.14198
2023-10-31,COCO,0.893523,2023-11-02,0.015692,0.067528,0.031384,0.035424
2023-10-31,DVA,0.880692,2023-11-07,0.014183,0.067464,0.067621,0.313738
2023-10-31,XPEL,0.880417,2023-11-08,-0.088165,-0.126305,-0.111156,-0.012959
2023-10-31,SSD,0.876183,2023-11-07,-0.009362,-0.007529,-0.026158,0.253717
2023-10-31,LLY,0.85879,2023-11-02,0.046586,0.025058,0.073459,0.068965
2023-11-30,POWL,0.885779,2023-12-06,-0.060016,-0.058519,-0.025931,0.063012
2023-12-29,CVSA,0.872216,2024-01-30,-0.186764,-0.163823,-0.203138,-0.143681
2024-01-31,SMCI,0.902051,2024-02-02,-0.006632,0.252525,0.168106,0.635392
2024-01-31,CLSK,0.901315,2024-02-08,0.12782,0.603448,0.719119,1.077018
2024-01-31,NEU,0.897172,2024-02-15,0.014725,0.022115,0.033317,0.150338
2024-01-31,LPG,0.893174,2024-02-01,0.01843,-0.060758,-0.041914,-0.00845
2024-01-31,CORT,0.886266,2024-02-15,0.010744,-0.014751,-0.066942,0.113744
2024-01-31,IDCC,0.875643,2024-02-15,0.110102,0.142425,0.058587,0.018753
2024-01-31,HCC,0.868829,2024-02-14,0.020484,-0.025688,-0.029741,-0.103134
2024-02-29,VST,0.830379,2024-02-29,0.028669,0.069047,0.074878,0.281454
2024-03-28,SKYW,0.906817,2024-04-26,0.00711,0.051016,-0.001504,0.05718
2024-03-28,FIX,0.885836,2024-04-25,0.008779,-0.020975,0.006479,-0.026124
2024-04-30,CEG,0.946957,2024-05-09,0.038029,0.071649,0.026875,0.170174
2024-04-30,POWL,0.939659,2024-05-01,0.188881,0.072965,0.118531,0.259843
2024-04-30,VST,0.927228,2024-05-10,0.002683,0.010875,-0.018246,0.306435
2024-04-30,MCY,0.918587,2024-04-30,-0.015819,0.05091,0.044445,0.068312
2024-04-30,APP,0.901966,2024-05-08,-0.040083,0.102017,0.121157,0.154598
2024-04-30,ACMR,0.890171,2024-05-08,-0.064764,-0.088649,-0.15386,-0.153605
2024-06-28,FIX,0.911577,2024-07-25,-0.02581,-0.058852,0.047085,0.093055
2024-07-31,VITL,0.955751,2024-08-08,-0.092742,-0.138292,-0.108295,-0.13812
2024-07-31,ADMA,0.928924,2024-08-08,0.064629,0.3457,0.436681,0.409609
2024-07-31,EAT,0.913492,2024-08-21,0.04111,0.006901,0.067217,0.070499
2024-07-31,POWL,0.909127,2024-07-31,0.378086,0.169922,0.15167,-0.086673
2024-07-31,VECO,0.905175,2024-08-06,0.003429,-0.066364,0.024286,-0.142961
2024-07-31,HCC,0.875933,2024-08-01,-0.061351,-0.070123,-0.128201,-0.111684
2024-09-30,PI,0.873559,2024-10-23,-0.004653,-0.153782,-0.102013,-0.122529
2024-10-31,ADMA,0.952204,2024-11-07,0.002542,0.201275,0.142857,0.232986
2024-10-31,APP,0.897095,2024-11-06,0.020402,0.549431,0.755721,0.988016
2024-10-31,POWL,0.869449,2024-11-20,-0.161196,-0.002683,-0.071299,0.049521
2024-11-29,AGX,0.913593,2024-12-05,-0.001074,-0.018611,-0.017586,-0.1212
2025-01-31,PLTR,0.936259,2025-02-18,0.045821,-0.049614,-0.108174,0.029458
2025-01-31,MCY,0.924994,2025-02-11,-0.011642,0.095238,0.116022,0.082062
2025-01-31,IBKR,0.918671,2025-02-27,-0.015291,0.01847,-0.023624,-0.058814
2025-02-28,AXON,0.921336,2025-02-28,0.005729,-0.081499,0.005405,-0.004731
2025-04-30,CORT,0.902047,2025-05-05,0.016078,-0.010353,-0.031744,0.07902
2025-04-30,SNEX,0.874375,2025-05-07,0.007922,-0.049984,-0.051172,-0.044146
2025-04-30,ACT,0.870071,2025-05-02,0.020509,0.021514,-0.009024,-0.0052
2025-04-30,PRA,0.866663,2025-05-06,-0.00087,-0.001739,-0.003046,-0.000862
2025-04-30,PLTR,0.850205,2025-05-06,-0.120465,-0.11104,-0.037327,0.112631
2025-07-31,SEZL,0.843931,2025-08-08,-0.343214,-0.386911,-0.360224,-0.389047
2025-07-31,NRG,0.817779,2025-08-06,-0.136078,-0.11897,-0.112933,-0.127129
2025-07-31,CRK,0.816219,2025-07-31,-0.140452,-0.219686,-0.220298,-0.09737
2025-07-31,IBKR,0.813823,2025-08-06,0.001727,-0.010015,0.034532,-0.049429
2025-07-31,RKLB,0.810531,2025-08-07,0.002494,-0.001341,0.020862,0.058362
2025-07-31,SNEX,0.800249,2025-08-07,0.063827,-0.078692,0.091164,0.050699
2025-09-30,INDV,0.893249,2025-10-30,0.15412,0.179045,0.236133,0.218167
2025-09-30,FIX,0.865095,2025-10-23,0.043353,0.183636,0.234887,0.170145
2025-09-30,RBLX,0.848563,2025-10-30,-0.155077,-0.136653,-0.195005,-0.179036
2025-10-31,ONDS,0.931369,2025-11-13,0.190563,0.237931,0.135209,0.226708
2025-10-31,PRA,0.911002,2025-11-04,0.003761,0.00334,0.002507,0.005428
2025-10-31,VSAT,0.897317,2025-11-10,0.032672,0.073824,0.047752,-0.137871
2025-10-31,STX,0.890784,2025-10-31,-0.046434,-0.000264,-0.06693,0.081327
2025-10-31,WDC,0.889987,2025-10-31,0.087454,0.117697,0.101716,0.087345
2026-01-30,EA,0.899304,2026-02-03,-0.010855,-0.034719,-0.027849,-0.015497
2026-01-30,PRA,0.898612,2026-02-23,-0.004082,0.003692,0.002857,0.013626
2026-01-30,WDC,0.889396,2026-01-30,-0.101218,-0.033858,0.042491,0.117772
2026-01-30,INDV,0.867996,2026-02-26,0.002379,-0.010284,-0.049063,-0.075184
2026-01-30,STX,0.864152,2026-01-30,-0.087064,-0.022532,-0.004747,0.000368
2026-01-30,VSAT,0.848726,2026-02-06,0.113782,0.166331,0.201923,0.013504
2026-02-27,MU,0.936621,2026-03-19,-0.037814,-0.084017,-0.124272,-0.180392
2026-02-27,ONDS,0.91711,2026-03-30,-0.073864,-0.042373,0.001136,-0.103175
2026-03-31,LRCX,0.865191,2026-04-23,-0.026323,0.036421,-0.022896,0.206871
2026-04-30,PARR,0.878947,2026-05-06,-0.099855,-0.075861,-0.069798,-0.144815
2026-04-30,FORM,0.874187,2026-05-05,0.07911,0.085535,0.076728,-0.083425
2026-04-30,VIAV,0.850551,2026-04-30,0.15089,0.281677,0.152866,-0.073282
2026-04-30,ECPG,0.841086,2026-05-06,-0.002014,-0.01166,-0.006279,-0.034312
